trip_id,payment_type,fare_amount,trip_distance,passenger_count,pickup_hour
28360,UPI,322.98,42.64,4,6
28361,Wallet,722.53,34.74,1,1
28362,Wallet,428.4,3.39,1,7
28363,UPI,112.15,20.49,5,13
28364,Wallet,429.21,40.53,3,7
28365,Card,999.78,46.63,2,12
28366,Cash,298.0,31.63,5,9
28367,Card,301.99,34.22,4,1
28368,Card,211.39,43.9,4,17
28369,Card,308.06,23.0,3,16
28370,UPI,596.02,35.51,1,13
28371,UPI,966.37,29.1,5,2
28372,Wallet,627.31,34.9,4,17
28373,UPI,439.36,44.18,2,7
28374,Wallet,420.15,39.6,3,3
28375,UPI,73.01,6.81,2,9
28376,Wallet,52.42,46.63,1,17
28377,Cash,807.33,2.97,2,10
28378,Wallet,515.65,37.96,5,21
28379,Cash,81.55,14.63,3,9
28380,Wallet,321.73,39.1,4,13
28381,UPI,388.85,1.23,5,9
28382,UPI,794.12,11.42,3,11
28383,Cash,462.67,4.46,4,3
28384,Card,799.84,37.75,2,5
28385,Card,652.05,10.11,4,3
28386,Wallet,81.48,46.42,1,12
28387,UPI,970.25,20.84,4,16
28388,Card,222.36,36.11,4,11
28389,UPI,311.84,41.33,3,2
28390,UPI,818.83,47.68,3,8
28391,UPI,230.35,23.35,5,10
28392,Wallet,431.03,33.72,5,13
28393,Cash,871.74,18.53,3,17
28394,Wallet,655.41,14.54,5,5
28395,Card,336.98,34.5,3,6
28396,Cash,661.85,20.51,4,14
28397,Card,821.99,28.84,1,20
28398,Cash,433.69,10.33,2,21
28399,Cash,593.09,35.88,5,7
28400,Wallet,988.53,48.48,1,13
28401,UPI,966.33,27.12,4,23
28402,UPI,533.59,26.24,4,19
28403,Cash,141.33,42.79,5,23
28404,Wallet,715.65,8.0,2,9
28405,Card,305.19,19.98,1,14
28406,Card,686.0,9.1,3,15
28407,UPI,384.17,27.55,5,9
28408,UPI,732.82,31.01,5,4
28409,Card,398.96,45.74,2,18
28410,Card,944.14,41.63,4,22
28411,Wallet,179.84,32.5,1,22
28412,Card,114.98,38.85,5,3
28413,Wallet,792.14,31.62,1,2
28414,UPI,431.26,28.76,5,15
28415,Card,492.3,2.86,5,17
28416,UPI,937.13,1.71,1,6
28417,Cash,610.42,42.68,1,20
28418,Cash,677.16,14.46,3,6
28419,Cash,68.49,17.87,3,21
28420,Card,686.99,22.74,1,5
28421,UPI,418.94,2.6,1,16
28422,Card,487.2,48.1,4,7
28423,UPI,817.65,5.6,4,14
28424,Wallet,547.6,48.43,1,13
28425,Card,987.53,35.54,4,19
28426,Cash,806.97,47.18,5,22
28427,Wallet,742.16,3.09,3,0
28428,UPI,609.25,22.65,2,14
28429,Card,441.78,47.66,5,8
28430,UPI,100.23,32.5,2,21
28431,UPI,67.57,27.57,3,22
28432,Card,94.42,33.74,5,6
28433,Card,960.89,9.72,1,4
28434,UPI,357.05,37.42,3,23
28435,UPI,715.58,14.15,5,10
28436,Wallet,614.6,14.44,1,4
28437,Cash,593.08,30.07,3,12
28438,UPI,600.28,1.54,3,9
28439,Cash,337.18,3.17,1,9
28440,Wallet,892.21,1.28,5,2
28441,Cash,923.25,38.46,1,5
28442,Cash,662.3,1.83,1,9
28443,Wallet,870.75,5.24,1,2
28444,UPI,106.98,30.53,4,14
28445,Cash,145.37,24.01,2,5
28446,UPI,581.11,18.62,5,22
28447,UPI,854.18,18.1,2,18
28448,Card,349.66,43.05,4,0
28449,UPI,570.65,4.35,3,5
28450,UPI,59.46,46.34,4,19
28451,Cash,987.3,12.17,4,17
28452,UPI,778.63,24.64,1,5
28453,UPI,393.35,47.87,2,2
28454,Card,983.86,32.12,1,19
28455,Card,137.81,12.94,5,15
28456,Cash,490.97,49.13,2,13
28457,Cash,105.91,40.82,5,21
28458,Card,368.22,16.05,3,13
28459,Card,258.4,30.16,2,1
28460,Wallet,350.72,28.03,2,6
28461,UPI,950.04,31.02,4,8
28462,Cash,455.83,6.56,5,7
28463,Cash,358.62,32.45,2,10
28464,UPI,658.73,11.1,4,20
28465,UPI,699.2,16.31,1,21
28466,Cash,984.58,27.5,2,22
28467,Card,568.75,11.04,4,23
28468,Card,764.94,44.66,1,12
28469,UPI,413.06,21.17,3,8
28470,Cash,212.48,8.69,4,18
28471,UPI,458.34,3.51,5,11
28472,Card,447.84,39.18,1,23
28473,Wallet,449.58,41.5,1,8
28474,Wallet,710.65,4.46,4,11
28475,Card,435.65,27.36,4,17
28476,UPI,956.45,32.84,5,5
28477,Wallet,983.61,45.46,1,14
28478,Card,547.19,2.89,3,7
28479,Cash,580.52,17.7,2,15
28480,UPI,437.25,6.41,5,7
28481,UPI,387.81,21.72,1,20
28482,Wallet,986.06,18.92,5,12
28483,UPI,88.62,29.97,4,12
28484,Wallet,439.58,33.92,2,9
28485,Wallet,193.77,48.24,2,12
28486,Card,739.97,8.56,5,7
28487,Wallet,234.72,40.06,3,23
28488,Cash,890.41,42.38,3,1
28489,UPI,405.75,28.47,5,8
28490,Wallet,921.29,39.5,2,10
28491,UPI,987.23,17.81,4,0
28492,Wallet,782.61,2.21,4,11
28493,Card,642.0,7.96,4,2
28494,Cash,192.41,8.79,4,7
28495,UPI,936.41,43.83,1,10
28496,Card,788.02,47.92,1,12
28497,UPI,323.64,20.43,2,14
28498,Card,495.08,32.99,1,22
28499,Cash,114.28,15.52,4,3
28500,Wallet,676.05,22.56,1,22
28501,Card,169.0,31.22,2,11
28502,UPI,668.95,42.88,2,7
28503,UPI,687.98,21.63,2,15
28504,Card,358.4,35.1,1,2
28505,Cash,951.23,12.81,3,23
28506,Cash,790.01,16.77,5,19
28507,Wallet,521.9,11.36,2,10
28508,Wallet,922.64,43.32,3,0
28509,UPI,863.05,6.37,5,18
28510,UPI,707.61,38.61,5,18
28511,Wallet,195.32,31.78,1,3
28512,Wallet,522.22,32.68,2,17
28513,Wallet,871.2,43.91,3,0
28514,Card,628.45,26.78,5,17
28515,Wallet,568.24,4.25,2,7
28516,Card,957.46,46.59,1,17
28517,Card,65.72,17.2,3,16
28518,Wallet,61.44,1.97,1,15
28519,Cash,898.18,26.89,4,8
28520,Cash,86.61,18.24,1,18
28521,UPI,365.92,45.63,3,2
28522,Wallet,927.82,25.78,4,19
28523,UPI,706.59,3.14,4,5
28524,Wallet,665.75,12.28,5,5
28525,UPI,674.15,11.55,3,13
28526,Card,351.76,38.32,1,4
28527,Wallet,554.01,3.76,3,21
28528,Cash,648.47,16.61,2,11
28529,Wallet,340.43,33.7,1,12
28530,UPI,805.6,30.86,3,3
28531,UPI,355.66,32.56,4,7
28532,UPI,117.87,28.19,1,21
28533,UPI,241.38,9.2,2,19
28534,UPI,437.99,33.88,4,12
28535,UPI,912.65,47.57,5,14
28536,Cash,444.97,2.53,1,13
28537,UPI,135.31,18.41,2,8
28538,Cash,236.63,14.93,2,4
28539,Wallet,567.24,7.83,2,4
28540,Card,218.77,13.59,3,17
28541,Cash,110.76,1.76,2,18
28542,Wallet,729.09,32.32,2,19
28543,Card,795.13,30.82,1,20
28544,Cash,858.1,25.42,4,7
28545,Cash,851.74,16.04,1,9
28546,Wallet,410.3,48.82,5,20
28547,UPI,747.75,31.15,3,18
28548,Cash,604.36,44.43,4,8
28549,Cash,72.2,15.65,5,1
28550,Wallet,431.52,37.88,4,10
28551,UPI,100.24,0.79,2,2
28552,Card,129.19,34.0,3,5
28553,UPI,103.2,37.53,1,10
28554,UPI,962.9,13.86,5,11
28555,Wallet,851.99,49.91,1,13
28556,UPI,467.15,25.16,2,6
28557,Wallet,285.6,18.78,2,10
28558,Card,118.83,9.66,4,4
28559,Cash,459.64,8.19,3,12
28560,Cash,620.34,10.73,4,6
28561,Wallet,807.25,27.04,3,4
28562,Wallet,98.98,27.06,2,14
28563,UPI,446.98,26.76,1,14
28564,UPI,978.01,43.05,1,3
28565,Cash,164.68,0.58,1,7
28566,Cash,430.28,13.71,5,12
28567,Cash,311.3,44.34,4,20
28568,Wallet,177.34,5.45,2,2
28569,Card,847.0,10.14,1,8
28570,Card,712.26,16.67,2,6
28571,Wallet,440.98,40.73,4,18
28572,UPI,400.61,29.4,5,9
28573,Card,836.36,28.01,2,21
28574,UPI,136.24,46.29,2,5
28575,Cash,189.49,24.62,3,5
28576,Cash,911.22,47.38,4,15
28577,UPI,826.35,7.14,5,7
28578,Cash,786.13,20.29,5,12
28579,Wallet,642.78,41.2,5,20
28580,UPI,327.83,7.94,2,3
28581,UPI,938.05,9.19,5,18
28582,UPI,517.28,19.4,5,3
28583,Card,316.59,46.47,4,17
28584,UPI,397.3,9.51,3,19
28585,UPI,66.0,47.8,4,17
28586,UPI,292.4,33.76,4,6
28587,Card,228.56,23.83,4,17
28588,Cash,178.78,1.37,5,12
28589,Card,80.53,26.47,1,18
28590,Wallet,265.53,21.08,2,14
28591,UPI,148.34,39.65,4,1
28592,Wallet,92.88,28.18,1,20
28593,Card,180.46,48.7,1,12
28594,Cash,242.28,6.04,1,5
28595,Cash,445.16,45.79,1,7
28596,UPI,604.51,19.29,2,17
28597,Cash,356.15,25.62,5,16
28598,Card,184.2,42.73,5,2
28599,Card,943.31,34.4,3,6
28600,Cash,539.11,47.34,1,9
28601,UPI,754.79,49.24,1,22
28602,UPI,709.71,32.26,5,8
28603,Card,320.65,28.21,5,15
28604,Cash,581.87,13.02,4,10
28605,Card,622.06,14.14,4,8
28606,Card,384.2,13.06,5,1
28607,Wallet,687.23,39.35,1,16
28608,Card,801.14,30.97,3,21
28609,UPI,396.0,36.92,5,5
28610,Cash,64.17,40.9,1,10
28611,Cash,381.87,44.72,2,8
28612,Wallet,160.97,7.77,2,16
28613,Wallet,197.83,43.82,5,14
28614,UPI,397.65,32.46,1,4
28615,Wallet,247.24,45.94,5,13
28616,Card,938.14,46.47,5,2
28617,Card,670.16,21.62,2,17
28618,UPI,542.45,35.85,4,4
28619,Cash,59.24,41.38,3,8
28620,UPI,148.44,13.25,4,12
28621,Wallet,799.05,24.56,1,12
28622,Cash,420.26,13.33,1,1
28623,Cash,93.22,4.88,5,20
28624,Cash,834.28,35.05,4,16
28625,Wallet,337.51,28.83,1,10
28626,Card,416.98,20.3,2,23
28627,Card,975.65,11.02,3,15
28628,Wallet,64.74,9.88,3,0
28629,Wallet,735.26,14.33,4,10
28630,UPI,951.44,49.12,2,17
28631,UPI,110.67,48.15,3,6
28632,Card,872.77,42.32,1,0
28633,Wallet,445.43,3.89,1,7
28634,UPI,884.1,41.68,4,13
28635,Wallet,342.86,37.9,2,13
28636,Wallet,983.53,46.96,5,1
28637,Card,664.7,23.61,3,12
28638,Card,645.74,25.99,2,0
28639,Wallet,815.61,28.6,3,19
28640,Cash,464.76,27.53,5,2
28641,Cash,295.74,16.03,3,1
28642,Wallet,299.78,8.49,3,14
28643,Card,364.07,35.73,1,14
28644,Cash,636.49,45.67,5,14
28645,Card,846.47,33.49,3,12
28646,Cash,524.6,41.54,4,8
28647,Wallet,433.28,26.3,1,5
28648,UPI,804.16,25.5,4,22
28649,UPI,325.18,49.28,2,22
28650,Card,704.58,49.73,4,20
28651,Card,150.51,30.63,1,20
28652,Cash,157.58,18.86,5,5
28653,Wallet,661.85,18.94,4,7
28654,Cash,128.61,33.76,1,10
28655,Wallet,197.3,11.61,2,3
28656,Wallet,643.15,49.02,4,9
28657,Card,466.29,35.79,3,5
28658,UPI,583.23,8.48,4,21
28659,UPI,978.1,18.53,5,6
28660,Card,650.36,11.57,1,16
28661,UPI,611.31,4.76,4,6
28662,Card,411.13,32.42,3,6
28663,Cash,649.33,5.67,5,2
28664,Wallet,62.35,20.11,3,20
28665,UPI,579.45,33.64,2,21
28666,UPI,115.45,8.48,3,1
28667,Cash,259.16,44.27,1,1
28668,Cash,584.96,9.65,5,5
28669,UPI,684.55,30.73,2,4
28670,UPI,415.56,46.23,1,15
28671,Card,448.03,5.22,1,4
28672,Card,523.12,5.7,1,2
28673,UPI,771.12,6.72,2,20
28674,Card,66.75,18.2,5,20
28675,Cash,474.71,33.74,2,13
28676,Wallet,63.56,27.16,4,15
28677,Card,353.18,15.26,1,3
28678,Wallet,543.86,31.09,1,23
28679,Card,125.92,22.6,1,22
28680,UPI,510.95,17.96,1,9
28681,Card,928.35,19.43,4,15
28682,Wallet,701.08,18.29,5,16
28683,Wallet,793.14,25.83,5,12
28684,UPI,601.39,19.32,1,0
28685,Wallet,901.54,16.32,4,6
28686,UPI,189.53,16.39,2,5
28687,UPI,477.3,11.34,1,10
28688,Wallet,617.18,10.89,1,6
28689,Cash,879.8,14.66,4,14
28690,Wallet,342.61,48.63,3,4
28691,Wallet,51.07,10.61,4,22
28692,Card,975.69,22.51,5,22
28693,Wallet,74.68,45.47,5,12
28694,Card,194.75,1.07,1,22
28695,Card,450.94,30.44,4,16
28696,Wallet,521.55,43.57,2,6
28697,UPI,842.74,8.79,4,5
28698,Cash,475.43,40.73,2,5
28699,Wallet,570.06,32.48,5,10
28700,Wallet,240.0,41.15,4,7
28701,UPI,590.7,4.01,3,3
28702,Card,380.96,4.01,2,19
28703,UPI,143.8,7.58,4,13
28704,UPI,949.14,48.96,4,13
28705,Card,127.6,44.03,4,12
28706,Wallet,693.98,28.83,2,16
28707,UPI,912.78,26.66,5,18
28708,UPI,220.24,13.13,1,4
28709,Wallet,275.26,10.99,2,11
28710,Wallet,455.37,12.11,4,0
28711,Cash,329.78,36.64,4,16
28712,UPI,771.08,31.88,5,23
28713,Cash,371.25,25.34,5,12
28714,Card,986.54,41.76,4,8
28715,Wallet,865.85,3.44,5,11
28716,Wallet,900.58,2.29,5,16
28717,Cash,110.48,41.12,3,10
28718,UPI,217.49,21.11,3,12
28719,Card,210.9,33.44,2,11
28720,UPI,688.37,20.51,3,0
28721,UPI,61.32,22.21,3,11
28722,Cash,816.1,1.61,2,13
28723,UPI,569.69,26.76,5,23
28724,Cash,588.0,2.25,1,2
28725,Wallet,560.47,17.9,2,12
28726,Wallet,558.58,7.27,4,17
28727,Wallet,237.99,11.28,3,10
28728,Card,319.02,45.42,3,9
28729,Card,513.24,48.48,2,11
28730,UPI,693.95,2.14,5,20
28731,Cash,308.36,45.74,5,17
28732,UPI,815.83,42.63,3,15
28733,Wallet,820.06,26.05,5,6
28734,UPI,310.19,24.44,1,4
28735,UPI,582.06,19.66,1,8
28736,UPI,381.48,32.84,2,9
28737,Wallet,231.15,9.53,1,5
28738,Cash,815.7,4.17,3,7
28739,UPI,991.91,49.0,2,17
28740,Wallet,587.43,41.15,4,1
28741,Card,918.25,19.31,5,8
28742,Cash,660.06,3.75,4,3
28743,Wallet,587.44,47.88,2,2
28744,UPI,506.14,3.04,2,14
28745,Wallet,273.93,0.63,4,14
28746,Cash,130.04,14.79,1,3
28747,UPI,470.22,37.39,5,1
28748,Card,583.24,42.34,1,3
28749,Card,533.98,29.45,2,9
28750,Card,710.79,23.28,1,9
28751,Wallet,232.49,1.24,3,23
28752,Cash,386.49,17.73,2,20
28753,Card,444.79,4.65,3,7
28754,UPI,227.2,11.36,1,21
28755,UPI,911.14,3.89,4,6
28756,UPI,697.44,44.89,5,1
28757,Wallet,137.27,35.54,4,1
28758,Cash,727.16,22.99,2,23
28759,Cash,570.4,46.59,2,13
28760,Card,547.74,10.82,2,23
28761,Cash,990.3,47.7,1,1
28762,UPI,637.29,4.17,5,19
28763,UPI,901.89,40.09,1,6
28764,Wallet,917.87,16.77,4,6
28765,UPI,146.35,7.03,5,0
28766,Cash,57.94,33.25,2,2
28767,UPI,463.5,31.95,3,18
28768,Card,780.82,46.74,1,13
28769,Wallet,832.99,14.17,3,8
28770,Wallet,798.12,38.42,4,0
28771,Cash,474.92,46.12,3,10
28772,UPI,762.47,23.09,4,2
28773,UPI,732.84,21.14,4,3
28774,Cash,348.13,18.74,4,16
28775,Cash,210.28,49.2,1,3
28776,Card,640.35,30.61,2,23
28777,Cash,693.23,46.16,4,12
28778,UPI,589.57,22.75,1,5
28779,Card,252.52,44.17,3,16
28780,Wallet,312.84,23.4,1,18
28781,UPI,723.06,8.3,4,2
28782,Wallet,964.49,30.15,2,18
28783,Wallet,947.59,43.54,3,16
28784,Wallet,543.68,2.2,5,5
28785,UPI,892.23,14.54,1,7
28786,Wallet,77.98,47.34,5,9
28787,UPI,868.09,13.88,3,17
28788,Wallet,502.34,20.22,1,14
28789,Cash,792.45,16.73,1,10
28790,Cash,55.3,13.39,1,20
28791,UPI,875.13,19.91,3,1
28792,Wallet,615.23,42.66,5,10
28793,Wallet,278.22,16.83,2,16
28794,Wallet,380.11,35.31,3,23
28795,Cash,240.63,12.67,5,6
28796,Wallet,453.19,9.46,1,13
28797,Wallet,363.51,40.45,4,22
28798,UPI,557.78,6.83,5,21
28799,Wallet,824.05,38.78,5,19
28800,Cash,983.16,32.01,4,14
28801,Wallet,288.88,27.05,1,18
28802,Cash,151.18,23.3,5,7
28803,Cash,425.88,27.0,4,0
28804,Card,186.38,6.7,5,4
28805,Cash,842.53,12.7,2,3
28806,Card,526.07,1.44,5,11
28807,Card,638.96,35.1,2,11
28808,Wallet,193.08,39.99,4,5
28809,Card,762.13,34.63,5,12
28810,UPI,974.9,35.58,2,1
28811,Cash,508.27,43.24,1,6
28812,UPI,964.33,35.25,5,17
28813,Card,82.98,17.85,2,4
28814,Wallet,83.94,12.35,5,15
28815,Cash,962.01,20.82,4,6
28816,UPI,715.25,23.43,5,17
28817,Wallet,229.26,14.0,1,21
28818,Card,395.68,15.04,5,17
28819,Wallet,532.37,35.64,1,13
28820,UPI,717.51,10.76,3,0
28821,Wallet,849.93,38.49,3,22
28822,UPI,128.52,13.24,3,16
28823,Wallet,673.75,20.62,1,1
28824,Cash,502.88,14.14,2,10
28825,Wallet,617.74,41.17,2,22
28826,Cash,533.11,20.01,5,5
28827,UPI,478.16,48.94,5,4
28828,Cash,245.24,30.24,3,9
28829,Wallet,498.72,1.32,4,1
28830,Cash,230.17,40.85,2,11
28831,UPI,92.38,34.62,3,9
28832,Wallet,405.13,13.18,4,17
28833,Cash,73.71,13.79,5,3
28834,Cash,584.42,24.87,2,10
28835,Card,118.77,33.49,1,11
28836,Cash,465.68,45.03,1,9
28837,Card,981.14,8.73,3,6
28838,UPI,59.39,8.78,2,16
28839,Card,398.51,35.01,3,11
28840,UPI,689.6,16.23,2,2
28841,Cash,200.97,11.74,5,23
28842,Cash,582.7,34.53,2,9
28843,Card,295.28,3.49,3,10
28844,UPI,261.63,26.8,1,18
28845,Cash,900.23,32.21,3,12
28846,Card,243.12,19.54,3,7
28847,Card,407.72,6.72,5,4
28848,Card,211.12,17.46,2,16
28849,Cash,319.69,21.85,4,16
28850,UPI,328.45,8.47,1,6
28851,Cash,360.43,24.68,4,21
28852,Wallet,659.01,17.27,5,7
28853,Wallet,755.46,45.05,2,5
28854,Cash,535.14,3.68,5,5
28855,UPI,629.95,33.66,2,9
28856,Card,822.61,36.24,2,6
28857,Wallet,999.58,30.64,2,22
28858,Wallet,483.68,26.33,3,17
28859,Cash,939.61,6.21,3,16
28860,Wallet,515.85,30.6,2,12
28861,Wallet,792.9,28.55,5,9
28862,Card,594.56,45.69,3,4
28863,Card,889.84,43.67,1,18
28864,UPI,476.27,1.52,2,21
28865,Wallet,711.02,49.24,3,16
28866,UPI,493.0,28.49,4,15
28867,UPI,864.18,45.84,2,16
28868,Card,994.65,7.89,5,14
28869,Card,281.15,34.97,5,21
28870,Cash,500.62,23.19,5,6
28871,Card,127.19,7.14,5,6
28872,UPI,183.95,1.62,1,23
28873,Wallet,932.69,11.21,3,15
28874,UPI,566.43,1.33,3,22
28875,UPI,425.36,30.09,3,23
28876,UPI,687.91,15.59,1,2
28877,Card,582.15,47.71,3,12
28878,UPI,324.28,31.81,1,2
28879,Cash,265.28,38.3,2,1
28880,Wallet,610.73,21.97,4,21
28881,Card,228.85,13.73,5,22
28882,UPI,182.21,38.48,3,3
28883,Cash,352.47,23.65,4,4
28884,Wallet,868.27,49.98,3,16
28885,UPI,84.98,29.83,2,14
28886,Wallet,841.6,42.34,2,5
28887,Card,639.93,14.75,2,14
28888,Card,88.35,21.63,2,3
28889,Cash,621.94,12.41,1,14
28890,Card,454.72,38.88,1,3
28891,Cash,849.07,37.98,2,3
28892,UPI,911.84,29.84,2,21
28893,Wallet,322.17,36.69,3,20
28894,Card,794.96,18.35,2,1
28895,Wallet,344.31,43.96,3,19
28896,Wallet,330.85,46.15,5,15
28897,UPI,233.01,33.37,2,14
28898,UPI,694.56,18.96,3,10
28899,Card,298.6,42.17,2,1
28900,UPI,491.62,49.04,1,9
28901,Wallet,821.52,29.16,1,1
28902,Cash,802.32,33.16,3,3
28903,Cash,862.67,42.61,3,11
28904,Cash,203.01,33.8,1,0
28905,Card,607.55,10.24,3,15
28906,UPI,919.1,21.44,5,1
28907,UPI,89.95,30.8,3,7
28908,UPI,804.8,23.46,3,6
28909,UPI,283.93,34.16,2,4
28910,Wallet,686.17,14.44,5,4
28911,Cash,731.53,8.36,1,14
28912,Wallet,929.31,1.91,1,10
28913,Card,533.36,2.43,1,7
28914,Cash,855.82,18.16,4,18
28915,Cash,93.05,1.58,2,20
28916,Wallet,449.52,13.95,4,13
28917,Card,467.54,25.91,1,21
28918,Card,561.36,37.34,1,21
28919,Cash,507.27,29.65,2,5
28920,UPI,969.56,26.96,3,19
28921,Card,124.61,12.49,5,23
28922,Wallet,301.77,1.28,1,12
28923,Card,970.2,6.92,5,1
28924,Cash,473.04,49.1,3,3
28925,UPI,592.6,46.42,3,2
28926,Card,126.97,15.9,2,11
28927,Cash,319.85,16.39,3,19
28928,Card,87.67,44.62,5,19
28929,UPI,180.63,4.39,2,22
28930,Wallet,651.65,8.98,4,5
28931,Cash,775.44,6.34,1,4
28932,Cash,876.58,43.61,4,3
28933,UPI,288.89,0.83,3,10
28934,Cash,366.22,1.22,2,21
28935,UPI,590.93,40.79,4,17
28936,Cash,129.5,32.03,4,15
28937,UPI,816.38,28.38,2,17
28938,Card,509.13,46.18,2,19
28939,Card,967.23,24.43,2,20
28940,Card,161.45,23.61,3,21
28941,Cash,176.63,21.33,4,15
28942,UPI,381.15,32.79,2,0
28943,UPI,246.42,16.5,4,4
28944,Wallet,711.76,33.59,4,7
28945,Card,949.47,35.33,2,13
28946,Wallet,135.41,10.97,4,16
28947,Card,280.12,29.95,2,10
28948,Wallet,276.0,36.48,1,10
28949,Card,533.62,48.08,4,23
28950,UPI,479.42,46.98,5,12
28951,Card,740.52,10.65,5,0
28952,Cash,746.0,29.08,2,15
28953,Card,594.12,23.73,1,2
28954,Card,611.47,17.79,5,21
28955,UPI,850.2,17.44,5,0
28956,Cash,427.09,48.56,2,7
28957,UPI,61.73,2.31,3,0
28958,Wallet,252.38,42.7,4,8
28959,Wallet,83.59,22.95,4,16
28960,Cash,423.82,28.55,1,4
28961,Wallet,389.94,37.09,4,21
28962,Cash,143.7,23.09,1,13
28963,Card,767.27,49.37,4,1
28964,Wallet,575.41,43.45,4,23
28965,Card,264.42,11.07,3,17
28966,UPI,771.17,33.69,5,6
28967,Wallet,684.53,24.03,4,10
28968,UPI,232.02,18.37,5,12
28969,UPI,983.74,17.91,2,20
28970,Cash,218.55,8.56,1,7
28971,UPI,783.12,23.15,3,14
28972,Cash,969.87,29.99,3,6
28973,Cash,739.23,40.02,1,13
28974,Cash,682.49,14.79,5,20
28975,Cash,908.16,38.8,4,23
28976,Cash,305.68,27.91,3,21
28977,Card,313.3,13.27,4,19
28978,Cash,659.1,39.46,4,10
28979,Wallet,888.03,30.34,4,7
28980,Cash,636.51,47.77,1,11
28981,Card,978.2,14.78,5,8
28982,Wallet,261.76,48.67,2,14
28983,Wallet,834.59,28.0,3,6
28984,Card,930.9,23.01,2,20
28985,Wallet,455.65,43.81,1,13
28986,Card,963.88,8.32,4,4
28987,UPI,242.04,23.37,4,21
28988,UPI,955.19,6.71,4,10
28989,Cash,907.67,30.85,2,9
28990,Cash,112.84,2.6,4,9
28991,Cash,545.27,49.02,1,9
28992,Cash,552.4,0.9,3,23
28993,Card,104.12,46.64,3,11
28994,UPI,87.55,32.39,3,4
28995,Card,54.84,41.23,4,0
28996,Wallet,548.28,18.23,1,19
28997,Wallet,490.62,12.58,1,3
28998,Wallet,943.44,9.07,4,15
28999,Wallet,375.19,26.79,5,5
29000,Wallet,675.32,13.7,3,6
29001,UPI,57.19,44.07,2,11
29002,Card,680.36,1.98,3,11
29003,Wallet,917.79,4.69,4,1
29004,Cash,387.03,11.18,1,3
29005,UPI,348.35,4.58,2,6
29006,Cash,644.73,41.49,2,21
29007,UPI,362.12,0.7,1,23
29008,UPI,432.3,32.76,3,15
29009,Cash,309.46,23.05,4,13
29010,Cash,377.64,38.75,1,9
29011,Wallet,695.44,20.81,4,6
29012,Cash,926.26,32.43,2,13
29013,Card,603.96,32.14,3,17
29014,UPI,59.53,18.51,4,8
29015,UPI,300.7,6.15,2,16
29016,Wallet,954.63,21.93,4,21
29017,UPI,914.81,43.82,1,1
29018,Cash,159.86,39.92,4,3
29019,UPI,913.0,18.89,5,6
29020,UPI,966.3,43.43,1,21
29021,Cash,358.34,22.22,2,12
29022,Cash,715.96,10.21,2,1
29023,UPI,581.98,43.27,4,15
29024,Card,370.2,24.94,4,7
29025,Cash,195.67,21.97,2,7
29026,Card,398.57,12.13,2,11
29027,Card,931.41,38.35,3,14
29028,Wallet,820.69,27.74,2,20
29029,Card,364.14,10.76,4,11
29030,Wallet,570.29,13.34,4,15
29031,Card,435.66,19.43,2,10
29032,Wallet,492.93,26.95,2,22
29033,Cash,773.15,40.36,5,15
29034,UPI,565.86,10.76,3,12
29035,UPI,221.99,37.06,3,17
29036,Wallet,305.58,45.85,3,20
29037,Cash,589.4,20.09,1,12
29038,Wallet,708.18,18.61,1,6
29039,Wallet,532.71,24.15,1,17
29040,Cash,639.2,40.95,2,11
29041,Card,799.91,5.08,2,12
29042,Card,568.12,19.67,5,5
29043,Cash,978.33,1.95,5,0
29044,Wallet,273.79,26.13,3,5
29045,UPI,923.7,47.23,3,19
29046,Wallet,285.28,8.43,1,21
29047,Card,555.06,13.14,1,19
29048,Cash,483.11,35.1,2,21
29049,Cash,404.24,34.68,2,6
29050,Cash,964.6,30.04,2,5
29051,Card,308.69,12.47,4,15
29052,Wallet,691.13,3.8,1,12
29053,Cash,813.87,11.5,1,10
29054,UPI,237.16,32.13,3,5
29055,Cash,974.5,15.16,1,19
29056,Wallet,569.31,42.17,1,11
29057,Card,918.77,31.0,4,3
29058,UPI,680.69,2.97,5,8
29059,UPI,666.96,4.87,1,17
29060,Cash,378.31,14.39,4,0
29061,Wallet,782.06,28.89,4,1
29062,Cash,78.3,46.88,4,4
29063,UPI,578.03,5.61,3,21
29064,Cash,80.53,41.62,2,3
29065,Wallet,341.53,28.85,1,0
29066,Card,141.48,18.51,4,21
29067,UPI,916.01,32.33,3,14
29068,Wallet,646.85,39.36,1,19
29069,Cash,685.09,18.26,4,18
29070,UPI,858.57,46.02,1,17
29071,Cash,746.38,27.77,4,13
29072,Cash,167.99,8.27,1,14
29073,Card,636.66,27.57,1,18
29074,Cash,979.26,38.39,2,16
29075,Cash,253.41,29.54,1,15
29076,Wallet,638.73,29.41,5,6
29077,Cash,585.43,1.87,1,13
29078,Card,422.06,23.44,2,5
29079,Cash,956.9,18.6,2,0
29080,Cash,388.58,2.67,5,21
29081,Cash,139.0,34.22,2,2
29082,UPI,964.42,9.56,1,9
29083,Card,742.76,17.82,2,17
29084,UPI,375.33,29.09,3,0
29085,Card,316.49,22.29,4,19
29086,Card,931.63,35.24,4,18
29087,Wallet,309.87,42.32,5,6
29088,UPI,560.3,8.88,5,21
29089,Card,254.21,14.29,1,18
29090,Card,995.45,9.7,3,12
29091,Wallet,781.03,25.21,1,19
29092,UPI,589.25,4.42,3,3
29093,Cash,758.54,37.19,1,5
